Unnamed: 0,name,latitude,longitude,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,windspeed,winddir,sealevelpressure,visibility,solarradiation,solarenergy,uvindex,conditions,description,icon,Bad API Request:Invalid location parameter value.
4,"Rawalpindi, Pakistan",33.589,73.046,2023-11-21,24.1,13.9,18.2,24.1,13.9,18.2,0.6,31.1,0.0,0.0,14.8,310.6,1016.0,24.1,139.4,12.1,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Rawalpindi, Pakistan",33.589,73.046,2023-11-22,25.0,13.4,18.1,25.0,13.4,18.1,0.3,30.8,0.0,0.0,9.7,307.6,1013.0,24.1,178.0,15.5,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Rawalpindi, Pakistan",33.589,73.046,2023-11-23,24.8,14.3,18.5,24.8,14.3,18.5,-0.7,28.0,0.0,0.0,8.3,59.6,1012.5,24.1,154.1,13.5,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Rawalpindi, Pakistan",33.589,73.046,2023-11-24,24.4,15.3,18.8,24.4,15.3,18.8,-0.5,27.4,0.0,0.0,11.2,333.1,1015.9,24.1,134.5,11.5,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
8,"Rawalpindi, Pakistan",33.589,73.046,2023-11-25,23.2,15.5,18.6,23.2,15.5,18.6,1.0,31.0,0.0,0.0,7.2,311.3,1015.0,24.1,95.9,8.4,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Rawalpindi, Pakistan",33.589,73.046,2023-11-26,24.2,17.1,19.6,24.2,17.1,19.6,1.3,30.0,0.0,0.0,14.0,354.4,1016.1,24.1,103.5,9.0,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
10,"Rawalpindi, Pakistan",33.589,73.046,2023-11-27,23.0,15.2,18.1,23.0,15.2,18.1,5.1,42.9,0.0,0.0,20.2,318.5,1017.5,24.1,117.8,10.2,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
11,"Rawalpindi, Pakistan",33.589,73.046,2023-11-28,21.7,14.5,17.5,21.7,14.5,17.5,5.5,45.8,0.0,0.0,22.7,311.1,1017.3,24.1,118.0,10.2,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
12,"Rawalpindi, Pakistan",33.589,73.046,2023-11-29,17.2,13.6,15.0,17.2,13.6,15.0,8.3,64.9,3.4,20.83,22.0,305.5,1017.6,21.7,28.9,2.6,1.0,Overcast,Cloudy skies throughout the day.,cloudy,
13,"Rawalpindi, Pakistan",33.589,73.046,2023-11-30,17.1,12.8,14.4,17.1,12.8,14.4,10.4,77.2,7.2,29.17,11.2,318.2,1016.7,20.1,44.5,3.6,2.0,Overcast,Cloudy skies throughout the day.,cloudy,
14,"Rawalpindi, Pakistan",33.589,73.046,2023-12-01,20.3,11.7,15.2,20.3,11.7,15.2,7.8,62.9,0.0,0.0,13.7,307.6,1014.2,24.1,140.1,12.0,5.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Multan, Pakistan",30.186,71.448,2023-11-17,27.0,15.0,20.6,26.7,15.0,20.6,9.3,54.8,0.0,0.0,10.1,7.1,1018.4,8.2,146.7,12.9,6.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
1,"Multan, Pakistan",30.186,71.448,2023-11-18,28.8,18.0,22.9,27.2,18.0,22.6,-1.3,20.8,0.0,0.0,10.4,41.2,1015.7,24.1,163.1,14.1,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
2,"Multan, Pakistan",30.186,71.448,2023-11-19,29.2,18.0,22.9,27.5,18.0,22.6,-3.2,18.0,0.0,0.0,12.2,23.1,1016.0,24.1,162.8,14.0,6.0,Clear,Clear conditions throughout the day.,clear-day,
3,"Multan, Pakistan",30.186,71.448,2023-11-20,29.2,17.8,22.8,27.5,17.8,22.5,-2.8,18.8,0.0,0.0,11.5,16.9,1016.5,24.1,161.5,13.8,6.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
4,"Multan, Pakistan",30.186,71.448,2023-11-21,28.7,18.0,23.0,27.1,18.0,22.7,-3.2,17.6,0.0,0.0,6.8,52.5,1015.4,24.1,121.4,10.5,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Multan, Pakistan",30.186,71.448,2023-11-22,30.5,18.5,23.7,28.5,18.5,23.2,-2.4,18.0,0.0,0.0,10.4,161.8,1012.0,24.1,180.1,15.7,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Multan, Pakistan",30.186,71.448,2023-11-23,30.2,19.5,23.9,28.2,19.5,23.5,-1.0,19.5,0.0,0.0,11.9,339.8,1010.6,24.1,155.0,13.5,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Multan, Pakistan",30.186,71.448,2023-11-24,29.6,18.8,23.2,27.8,18.8,22.9,-0.6,21.0,0.0,0.0,13.3,350.1,1013.8,24.1,144.9,12.6,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
8,"Multan, Pakistan",30.186,71.448,2023-11-25,28.0,19.9,23.4,26.6,19.9,23.2,-1.2,19.9,0.0,0.0,11.6,96.4,1013.6,24.1,99.0,8.7,3.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Multan, Pakistan",30.186,71.448,2023-11-26,28.9,19.8,23.9,27.3,19.8,23.6,-0.3,20.4,0.0,0.0,11.9,54.9,1014.0,24.1,119.6,10.5,4.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
10,"Multan, Pakistan",30.186,71.448,2023-11-27,27.6,19.8,23.0,26.4,19.8,22.9,2.5,26.8,0.0,0.0,22.0,8.1,1015.0,24.1,84.0,7.5,3.0,Overcast,Cloudy skies throughout the day.,cloudy,
11,"Multan, Pakistan",30.186,71.448,2023-11-28,22.7,17.5,19.7,22.7,17.5,19.7,10.8,57.0,0.8,25.0,27.0,4.5,1016.3,24.1,48.4,4.2,2.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
12,"Multan, Pakistan",30.186,71.448,2023-11-29,20.8,15.9,17.6,20.8,15.9,17.6,13.5,77.4,6.1,25.0,18.8,6.6,1016.5,19.5,110.6,9.3,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
13,"Multan, Pakistan",30.186,71.448,2023-11-30,22.5,15.3,18.3,22.5,15.3,18.3,11.5,66.8,0.5,4.17,16.2,5.7,1015.7,23.8,143.6,12.6,5.0,Clear,Clear conditions throughout the day.,clear-day,
14,"Multan, Pakistan",30.186,71.448,2023-12-01,23.9,15.8,19.2,23.9,15.8,19.2,8.0,50.2,0.0,0.0,10.1,348.8,1014.3,24.1,144.4,12.6,5.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Gujranwala, Pakistan",32.156,74.175,2023-11-17,26.7,13.0,19.6,26.6,13.0,19.6,11.0,62.2,0.0,0.0,12.3,312.1,1018.9,5.7,168.1,14.6,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Gujranwala, Pakistan",32.156,74.175,2023-11-18,27.1,16.7,21.4,26.7,16.7,21.4,-0.1,24.3,0.0,0.0,7.6,311.7,1015.8,24.1,147.8,12.7,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
2,"Gujranwala, Pakistan",32.156,74.175,2023-11-19,27.2,16.6,21.4,26.3,16.6,21.3,0.0,24.4,0.0,0.0,6.8,44.8,1016.5,24.1,163.3,14.1,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
3,"Gujranwala, Pakistan",32.156,74.175,2023-11-20,27.1,16.5,21.2,26.7,16.5,21.1,-0.1,25.0,0.0,0.0,7.9,329.1,1016.7,24.1,163.9,14.2,6.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Gujranwala, Pakistan",32.156,74.175,2023-11-21,26.9,16.4,20.9,26.5,16.4,20.8,0.2,26.0,0.0,0.0,11.9,310.9,1015.5,24.1,148.1,12.8,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Gujranwala, Pakistan",32.156,74.175,2023-11-22,27.3,15.6,20.7,26.3,15.6,20.7,-0.9,24.6,0.0,0.0,7.9,302.5,1012.7,24.1,186.1,16.0,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Gujranwala, Pakistan",32.156,74.175,2023-11-23,27.3,16.3,21.0,26.4,16.3,21.0,-0.1,24.9,0.0,0.0,9.0,78.4,1012.3,24.1,158.8,13.8,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Gujranwala, Pakistan",32.156,74.175,2023-11-24,27.5,16.8,21.4,26.7,16.8,21.3,1.0,26.4,0.0,0.0,8.5,34.1,1015.1,24.1,151.4,12.9,6.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
8,"Gujranwala, Pakistan",32.156,74.175,2023-11-25,26.0,18.2,21.3,26.0,18.2,21.3,1.0,26.3,0.0,0.0,7.3,343.7,1014.3,24.1,102.6,9.0,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Gujranwala, Pakistan",32.156,74.175,2023-11-26,26.8,18.6,21.6,26.1,18.6,21.6,0.6,25.0,0.0,0.0,7.9,68.0,1015.7,24.1,123.3,10.5,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
10,"Gujranwala, Pakistan",32.156,74.175,2023-11-27,27.0,17.0,20.9,26.0,17.0,20.8,1.9,28.9,0.0,0.0,9.7,354.8,1016.2,24.1,137.5,12.0,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
11,"Gujranwala, Pakistan",32.156,74.175,2023-11-28,23.0,17.6,20.0,23.0,17.6,20.0,3.9,34.8,0.0,0.0,11.2,287.8,1016.6,24.1,71.6,6.6,2.0,Overcast,Cloudy skies throughout the day.,cloudy,
12,"Gujranwala, Pakistan",32.156,74.175,2023-11-29,22.3,15.6,18.2,22.3,15.6,18.2,8.7,56.7,4.2,20.83,13.7,62.6,1016.3,23.0,55.0,4.5,3.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
13,"Gujranwala, Pakistan",32.156,74.175,2023-11-30,20.9,15.0,17.0,20.9,15.0,17.0,11.9,72.6,3.1,29.17,13.0,41.1,1015.2,23.3,118.4,10.5,4.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
14,"Gujranwala, Pakistan",32.156,74.175,2023-12-01,22.5,13.8,17.5,22.5,13.8,17.5,10.4,64.8,0.0,0.0,9.0,325.0,1013.5,24.1,145.5,12.7,5.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Sargodha, Pakistan",32.085,72.665,2023-11-17,28.1,16.7,21.8,26.7,16.7,21.6,1.7,27.7,0.0,0.0,7.9,321.8,1018.3,24.1,159.8,13.7,6.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
1,"Sargodha, Pakistan",32.085,72.665,2023-11-18,27.8,17.4,21.9,26.5,17.4,21.6,-1.0,22.2,0.0,0.0,6.5,281.2,1015.7,24.1,140.8,12.1,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
2,"Sargodha, Pakistan",32.085,72.665,2023-11-19,27.9,17.2,21.8,26.5,17.2,21.5,-0.9,22.5,0.0,0.0,7.2,49.7,1016.4,24.1,153.8,13.3,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
3,"Sargodha, Pakistan",32.085,72.665,2023-11-20,27.8,16.5,21.3,26.5,16.5,21.1,-1.1,23.3,0.0,0.0,7.6,332.6,1016.8,24.1,158.4,13.7,6.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Sargodha, Pakistan",32.085,72.665,2023-11-21,27.8,16.7,21.3,26.7,16.7,21.2,-1.2,22.7,0.0,0.0,9.0,277.0,1015.5,24.1,136.3,11.9,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Sargodha, Pakistan",32.085,72.665,2023-11-22,28.9,16.4,21.6,27.3,16.4,21.3,-1.3,22.3,0.0,0.0,9.7,276.0,1012.5,24.1,179.8,15.5,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Sargodha, Pakistan",32.085,72.665,2023-11-23,28.7,17.0,21.8,27.1,17.0,21.5,-0.7,22.9,0.0,0.0,9.7,77.2,1011.6,24.1,151.8,13.0,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Sargodha, Pakistan",32.085,72.665,2023-11-24,28.4,16.8,21.7,26.9,16.8,21.5,0.3,24.7,0.0,0.0,10.1,65.6,1014.8,24.1,138.6,12.0,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
8,"Sargodha, Pakistan",32.085,72.665,2023-11-25,27.6,18.8,22.2,26.4,18.8,22.1,1.0,25.1,0.0,0.0,6.8,104.8,1014.0,24.1,104.8,9.3,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Sargodha, Pakistan",32.085,72.665,2023-11-26,28.4,19.5,22.5,26.9,19.5,22.3,1.3,25.2,0.0,0.0,12.6,77.2,1014.9,24.1,130.5,11.4,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
10,"Sargodha, Pakistan",32.085,72.665,2023-11-27,27.1,18.1,21.2,26.2,18.1,21.2,4.5,33.9,0.0,0.0,16.9,22.2,1016.5,24.1,132.0,11.4,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
11,"Sargodha, Pakistan",32.085,72.665,2023-11-28,25.7,18.1,21.1,25.7,18.1,21.1,6.2,38.5,0.0,0.0,12.4,40.9,1016.6,24.1,106.5,9.3,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
12,"Sargodha, Pakistan",32.085,72.665,2023-11-29,20.3,15.6,17.4,20.3,15.6,17.4,11.1,67.4,2.8,29.17,14.8,352.7,1016.6,23.0,23.4,1.8,1.0,Overcast,Cloudy skies throughout the day.,cloudy,
13,"Sargodha, Pakistan",32.085,72.665,2023-11-30,21.8,15.1,17.5,21.8,15.1,17.5,11.8,70.4,1.5,20.83,11.5,346.9,1015.6,22.3,113.9,9.6,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
14,"Sargodha, Pakistan",32.085,72.665,2023-12-01,23.1,13.7,17.5,23.1,13.7,17.5,8.3,56.9,0.0,0.0,12.2,328.2,1013.9,24.1,141.3,12.3,5.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Bahawalpur, Pakistan",29.396,71.681,2023-11-17,28.3,17.1,22.1,26.8,17.1,21.9,-1.4,21.6,0.0,0.0,9.7,38.6,1018.2,24.1,158.1,13.7,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Bahawalpur, Pakistan",29.396,71.681,2023-11-18,28.7,17.9,22.9,27.1,17.9,22.5,-0.4,21.7,0.0,0.0,8.6,110.5,1015.5,24.1,167.3,14.4,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
2,"Bahawalpur, Pakistan",29.396,71.681,2023-11-19,29.3,18.1,23.0,27.6,18.1,22.6,0.4,23.1,0.0,0.0,10.1,43.2,1015.8,24.1,165.1,14.3,6.0,Clear,Clear conditions throughout the day.,clear-day,
3,"Bahawalpur, Pakistan",29.396,71.681,2023-11-20,30.0,17.2,22.8,28.1,17.2,22.3,-2.3,19.4,0.0,0.0,11.5,18.5,1016.3,24.1,164.7,14.3,6.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Bahawalpur, Pakistan",29.396,71.681,2023-11-21,29.6,17.8,22.9,27.8,17.8,22.5,-2.6,18.7,0.0,0.0,9.7,18.9,1015.4,24.1,138.9,12.1,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Bahawalpur, Pakistan",29.396,71.681,2023-11-22,31.3,19.1,24.3,29.1,19.1,23.7,-2.3,17.5,0.0,0.0,13.0,180.8,1012.3,24.1,184.5,15.7,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Bahawalpur, Pakistan",29.396,71.681,2023-11-23,32.2,20.2,24.9,29.9,20.2,24.3,-1.3,18.2,0.0,0.0,15.1,206.0,1010.6,24.1,159.3,13.8,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Bahawalpur, Pakistan",29.396,71.681,2023-11-24,30.9,19.1,24.0,28.8,19.1,23.5,-1.0,19.7,0.0,0.0,10.8,65.3,1013.5,24.1,154.9,13.2,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
8,"Bahawalpur, Pakistan",29.396,71.681,2023-11-25,28.1,20.1,23.6,26.7,20.1,23.4,-1.2,19.5,0.0,0.0,11.9,60.1,1013.6,24.1,76.9,6.6,3.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Bahawalpur, Pakistan",29.396,71.681,2023-11-26,31.0,20.9,24.6,28.9,20.9,24.1,2.3,24.0,0.0,0.0,16.9,80.3,1013.5,24.1,144.3,12.3,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
10,"Bahawalpur, Pakistan",29.396,71.681,2023-11-27,28.2,19.7,23.6,27.0,19.7,23.4,5.1,30.6,0.1,4.17,17.6,39.7,1014.1,24.1,78.1,6.9,3.0,Overcast,Cloudy skies throughout the day.,cloudy,
11,"Bahawalpur, Pakistan",29.396,71.681,2023-11-28,26.0,17.7,21.6,26.0,17.7,21.6,10.6,50.2,2.7,25.0,23.0,34.9,1015.0,23.9,92.4,7.8,4.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
12,"Bahawalpur, Pakistan",29.396,71.681,2023-11-29,23.1,15.7,18.5,23.1,15.7,18.5,13.3,72.9,4.5,33.33,22.7,12.9,1015.4,19.8,138.3,12.3,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
13,"Bahawalpur, Pakistan",29.396,71.681,2023-11-30,23.5,14.8,18.5,23.5,14.8,18.5,11.8,66.8,0.1,4.17,16.6,6.7,1015.2,23.9,146.8,12.6,6.0,Clear,Clear conditions throughout the day.,clear-day,
14,"Bahawalpur, Pakistan",29.396,71.681,2023-12-01,24.6,15.5,19.3,24.6,15.5,19.3,8.0,50.1,0.0,0.0,11.2,352.6,1014.0,24.1,148.0,12.6,6.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Sukkur, Pakistan",27.738,68.813,2023-11-17,27.0,15.0,21.5,27.1,15.0,21.5,10.4,54.8,0.0,0.0,14.8,59.9,1018.3,7.7,176.4,15.4,7.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Sukkur, Pakistan",27.738,68.813,2023-11-18,29.8,18.6,24.0,27.9,18.6,23.5,-2.7,17.3,0.0,0.0,10.8,87.5,1015.4,24.1,175.2,15.3,7.0,Clear,Clear conditions throughout the day.,clear-day,
2,"Sukkur, Pakistan",27.738,68.813,2023-11-19,30.7,19.5,24.6,28.7,19.5,24.1,-3.7,15.6,0.0,0.0,9.4,65.7,1015.4,24.1,173.5,14.8,7.0,Clear,Clear conditions throughout the day.,clear-day,
3,"Sukkur, Pakistan",27.738,68.813,2023-11-20,30.9,19.9,24.8,28.8,19.9,24.3,-1.6,17.9,0.0,0.0,9.7,63.5,1016.0,24.1,168.5,14.6,7.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Sukkur, Pakistan",27.738,68.813,2023-11-21,31.0,20.0,25.0,28.9,20.0,24.5,-3.1,15.8,0.0,0.0,9.4,86.7,1015.3,24.1,164.2,13.9,7.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
5,"Sukkur, Pakistan",27.738,68.813,2023-11-22,32.3,20.2,25.8,30.0,20.2,25.1,-2.3,16.0,0.0,0.0,10.8,219.6,1012.1,24.1,191.4,16.5,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Sukkur, Pakistan",27.738,68.813,2023-11-23,33.1,21.1,26.7,30.7,21.1,25.8,-1.1,16.5,0.0,0.0,10.4,184.7,1010.0,24.1,167.4,14.4,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Sukkur, Pakistan",27.738,68.813,2023-11-24,32.8,22.5,26.5,30.4,22.5,25.7,-1.4,16.3,0.0,0.0,16.9,83.2,1011.9,24.1,163.4,14.1,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
8,"Sukkur, Pakistan",27.738,68.813,2023-11-25,30.7,21.4,25.0,28.6,21.4,24.5,-0.3,19.3,0.0,0.0,15.5,35.2,1012.5,24.1,124.5,10.7,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Sukkur, Pakistan",27.738,68.813,2023-11-26,31.5,20.8,25.5,29.3,20.8,24.8,0.8,20.2,0.0,0.0,15.1,39.7,1012.2,24.1,148.0,12.9,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
10,"Sukkur, Pakistan",27.738,68.813,2023-11-27,29.4,21.3,25.1,27.8,21.3,24.7,4.4,26.6,0.1,4.17,30.6,55.2,1012.2,24.1,116.1,10.2,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
11,"Sukkur, Pakistan",27.738,68.813,2023-11-28,26.9,19.8,22.6,26.6,19.8,22.6,10.0,45.0,0.2,8.33,25.6,34.5,1014.4,23.9,140.5,12.0,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
12,"Sukkur, Pakistan",27.738,68.813,2023-11-29,25.7,17.4,21.1,25.7,17.4,21.1,11.8,56.5,0.1,4.17,18.4,48.2,1015.0,24.0,135.4,12.0,6.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
13,"Sukkur, Pakistan",27.738,68.813,2023-11-30,25.7,17.1,21.0,25.7,17.1,21.0,10.4,52.4,0.0,0.0,16.4,64.9,1015.1,24.1,155.8,13.5,6.0,Clear,Clear conditions throughout the day.,clear-day,
14,"Sukkur, Pakistan",27.738,68.813,2023-12-01,26.3,17.3,21.3,26.3,17.3,21.3,7.5,42.4,0.0,0.0,7.6,59.5,1014.0,24.1,158.1,13.5,6.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Jhang City, Pakistan",31.273,72.317,2023-11-17,27.9,16.9,22.1,26.6,16.9,21.9,1.3,26.0,0.0,0.0,10.1,16.9,1018.3,24.1,152.3,13.0,6.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
1,"Jhang City, Pakistan",31.273,72.317,2023-11-18,28.4,18.2,22.5,26.9,18.2,22.2,-0.9,21.5,0.0,0.0,10.4,308.6,1015.7,24.1,149.0,12.9,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
2,"Jhang City, Pakistan",31.273,72.317,2023-11-19,28.5,17.2,22.1,27.0,17.2,21.8,-1.0,22.0,0.0,0.0,11.5,43.1,1016.1,24.1,154.0,13.3,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
3,"Jhang City, Pakistan",31.273,72.317,2023-11-20,28.2,16.9,21.8,26.7,16.9,21.5,-1.5,21.8,0.0,0.0,11.5,6.1,1016.7,24.1,158.0,13.6,6.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Jhang City, Pakistan",31.273,72.317,2023-11-21,27.7,17.3,21.7,26.4,17.3,21.4,-2.6,20.0,0.0,0.0,7.9,326.2,1015.5,24.1,126.3,11.0,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Jhang City, Pakistan",31.273,72.317,2023-11-22,29.3,17.4,22.3,27.6,17.4,22.1,-1.9,20.3,0.0,0.0,7.9,235.0,1012.5,24.1,177.5,15.2,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Jhang City, Pakistan",31.273,72.317,2023-11-23,29.9,17.8,22.7,28.0,17.8,22.3,-1.3,20.8,0.0,0.0,12.2,97.2,1011.1,24.1,152.1,13.0,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Jhang City, Pakistan",31.273,72.317,2023-11-24,29.2,17.2,22.3,27.5,17.2,22.0,-1.0,21.8,0.0,0.0,11.2,70.7,1014.3,24.1,141.8,12.0,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
8,"Jhang City, Pakistan",31.273,72.317,2023-11-25,28.1,18.7,22.7,26.7,18.7,22.5,-0.4,22.0,0.0,0.0,7.9,111.0,1013.8,24.1,102.0,9.0,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Jhang City, Pakistan",31.273,72.317,2023-11-26,28.9,19.7,23.2,27.3,19.7,22.9,-0.4,21.4,0.0,0.0,13.7,98.2,1014.3,24.1,137.9,12.3,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
10,"Jhang City, Pakistan",31.273,72.317,2023-11-27,28.1,19.4,22.7,26.7,19.4,22.5,2.5,27.1,0.0,0.0,19.1,39.3,1015.5,24.1,121.1,10.5,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
11,"Jhang City, Pakistan",31.273,72.317,2023-11-28,23.1,18.5,20.2,23.1,18.5,20.2,8.1,46.3,0.6,16.67,18.7,334.5,1016.6,23.6,47.6,4.2,3.0,Overcast,Cloudy skies throughout the day.,cloudy,
12,"Jhang City, Pakistan",31.273,72.317,2023-11-29,18.7,16.2,17.3,18.7,16.2,17.3,12.7,74.7,4.7,33.33,16.2,348.2,1016.5,21.8,49.0,4.4,2.0,Overcast,Cloudy skies throughout the day.,cloudy,
13,"Jhang City, Pakistan",31.273,72.317,2023-11-30,22.3,14.9,18.0,22.3,14.9,18.0,11.9,69.0,0.1,4.17,12.5,354.0,1015.5,24.1,134.9,11.7,5.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
14,"Jhang City, Pakistan",31.273,72.317,2023-12-01,23.3,14.7,18.2,23.3,14.7,18.2,8.2,54.3,0.0,0.0,13.3,331.3,1014.0,24.1,141.3,12.3,5.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Rahimyar Khan, Pakistan",28.415,70.298,2023-11-17,29.8,17.7,22.8,27.9,17.7,22.4,-2.4,19.3,0.0,0.0,13.3,42.4,1017.9,24.1,179.8,15.4,7.0,Clear,Clear conditions throughout the day.,clear-day,
1,"Rahimyar Khan, Pakistan",28.415,70.298,2023-11-18,29.7,17.0,22.6,27.9,17.0,22.2,-3.4,18.6,0.0,0.0,10.1,49.1,1015.5,24.1,180.5,15.5,7.0,Clear,Clear conditions throughout the day.,clear-day,
2,"Rahimyar Khan, Pakistan",28.415,70.298,2023-11-19,30.7,18.2,23.5,28.6,18.2,23.0,-0.3,21.6,0.0,0.0,10.8,47.7,1015.5,24.1,175.8,15.2,7.0,Clear,Clear conditions throughout the day.,clear-day,
3,"Rahimyar Khan, Pakistan",28.415,70.298,2023-11-20,30.9,18.1,23.8,28.8,18.1,23.3,-2.4,18.3,0.0,0.0,11.9,27.0,1016.2,24.1,173.9,15.1,7.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Rahimyar Khan, Pakistan",28.415,70.298,2023-11-21,30.9,18.9,23.9,28.8,18.9,23.3,-3.0,17.1,0.0,0.0,9.7,22.4,1015.3,24.1,159.6,14.0,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Rahimyar Khan, Pakistan",28.415,70.298,2023-11-22,32.7,20.1,25.2,30.3,20.1,24.5,-1.9,17.2,0.0,0.0,14.4,242.6,1012.1,24.1,194.7,16.9,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Rahimyar Khan, Pakistan",28.415,70.298,2023-11-23,33.0,20.8,25.7,30.6,20.8,24.9,-1.4,17.3,0.0,0.0,13.3,238.4,1010.0,24.1,170.4,14.7,6.0,Clear,Clear conditions throughout the day.,clear-day,
